epoch,loss,val_loss
1,0.06752031296491623,0.1756381243467331
2,0.012926988303661346,0.07217318564653397
3,0.011010185815393925,0.04518197476863861
4,0.009975496679544449,0.040254607796669006
5,0.005989868193864822,0.03217632696032524
6,0.003412181744351983,0.02234623022377491
7,0.0019947972614318132,0.015445761382579803
8,0.0010739301797002554,0.010673417709767818
9,0.0006733398186042905,0.007692353799939156
10,0.0005360639188438654,0.0060433088801801205
11,0.00048514895024709404,0.005089456681162119
12,0.0004389149835333228,0.004463660065084696
13,0.0003902610915247351,0.0039809588342905045
14,0.000343851133948192,0.003558503929525614
15,0.0003024959296453744,0.0031768984626978636
16,0.0002660800819285214,0.002831890946254134
17,0.00023393495939671993,0.00252321595326066
18,0.0002055930526694283,0.0022497172467410564
19,0.00018076291598845273,0.0020090939942747355
20,0.00015925316256470978,0.0017987230094149709
21,0.00014089467003941536,0.0016159653896465898
22,0.00012548797531053424,0.0014581689611077309
23,0.0001128009389503859,0.00132277375087142
24,0.00010257400572299957,0.0012072984827682376
25,9.451952792005613e-05,0.0011093415087088943
26,8.833393076201901e-05,0.0010266676545143127
27,8.370626164833084e-05,0.0009571586269885302
28,8.033221820369363e-05,0.000898905040230602
29,7.793292024871334e-05,0.0008501428528688848
30,7.626610749866813e-05,0.0008093338692560792
31,7.513480522902682e-05,0.0007750742370262742
32,7.43802374927327e-05,0.00074614497134462
33,7.388734229607508e-05,0.0007214829092845321
34,7.356889545917511e-05,0.0007001877529546618
35,7.336709677474573e-05,0.0006814841763116419
36,7.324197940761223e-05,0.0006647565751336515
37,7.316355913644657e-05,0.0006494908011518419
38,7.311354420380667e-05,0.0006352750933729112
39,7.307705527637154e-05,0.0006218142807483673
40,7.304325117729604e-05,0.0006088630761951208
41,7.300658035092056e-05,0.0005962771829217672
42,7.295871182577685e-05,0.0005839256336912513
43,7.289631321327761e-05,0.0005717416643165052
44,7.281340367626399e-05,0.0005596686387434602
45,7.270833884831518e-05,0.0005476845544762909
46,7.257828110596165e-05,0.0005357739864848554
47,7.242452556965873e-05,0.0005239477613940835
48,7.224536966532469e-05,0.0005121923750266433
49,7.204069697763771e-05,0.000500526453834027
50,7.181141700129956e-05,0.0004889463889412582
51,7.15579662937671e-05,0.0004774717672262341
52,7.128150173230097e-05,0.00046610235585831106
53,7.098186324583367e-05,0.00045484359725378454
54,7.06589562469162e-05,0.0004436989256646484
55,7.031115092104301e-05,0.00043266796274110675
56,6.994241994107142e-05,0.00042176866554655135
57,6.955220305826515e-05,0.0004110048175789416
58,6.914129335200414e-05,0.0004003731010016054
59,6.870803917990997e-05,0.00038988084997981787
60,6.825424497947097e-05,0.00037953228456899524
61,6.778025272069499e-05,0.00036933249793946743
62,6.728602602379397e-05,0.0003592883876990527
63,6.677251803921536e-05,0.0003493971307761967
64,6.624079105677083e-05,0.00033967115450650454
65,6.5689004259184e-05,0.0003301032411400229
66,6.511986430268735e-05,0.0003207027039024979
67,6.453342939494178e-05,0.00031147594563663006
68,6.393169314833358e-05,0.000302426255075261
69,6.331407348625362e-05,0.00029355534934438765
70,6.268017023103312e-05,0.0002848567964974791
71,6.203049269970506e-05,0.000276343896985054
72,6.136789306765422e-05,0.0002680174366105348
73,6.0691039834637195e-05,0.0002598761930130422
74,5.999976929160766e-05,0.0002519235131330788
75,5.9295845858287066e-05,0.00024415977532044053
76,5.857944051967934e-05,0.00023658815189264715
77,5.784977838629857e-05,0.0002292103599756956
78,5.710942787118256e-05,0.00022202734544407576
79,5.6357970606768504e-05,0.000215039515751414
80,5.559713827096857e-05,0.00020824417879339308
81,5.482860797201283e-05,0.00020164951274637133
82,5.4053110943641514e-05,0.00019525873358361423
83,5.32717167516239e-05,0.00018906207697000355
84,5.2485003834590316e-05,0.00018306943820789456
85,5.169558062334545e-05,0.0001772845134837553
86,5.09023702761624e-05,0.0001717027771519497
87,5.0106078560929745e-05,0.00016632131882943213
88,4.9306403525406495e-05,0.00016114547906909138
89,4.850395998801105e-05,0.00015617095050401986
90,4.769799852510914e-05,0.0001513939641881734
91,4.688691842602566e-05,0.00014681051834486425
92,4.607154551194981e-05,0.00014241690223570913
93,4.52511158073321e-05,0.00013820680032949895
94,4.4427713874028996e-05,0.00013417884474620223
95,4.360062666819431e-05,0.00013032794231548905
96,4.2774048779392615e-05,0.0001266515755560249
97,4.194991197437048e-05,0.0001231509231729433
98,4.1132178012048826e-05,0.00011982228170381859
99,4.032549259136431e-05,0.00011667070793919265
100,3.953503255615942e-05,0.00011369719140930101
101,3.8762860640417784e-05,0.00011090268526459113
102,3.8014284655218944e-05,0.00010829044185811654
103,3.7290061300154775e-05,0.00010585591371636838
104,3.6590532545233145e-05,0.00010359644511481747
105,3.591664062696509e-05,0.0001015087982523255
106,3.526468208292499e-05,9.958484588423744e-05
107,3.463092798483558e-05,9.780996333574876e-05
108,3.400899367989041e-05,9.617334580980241e-05
109,3.339584873174317e-05,9.465972107136622e-05
110,3.2784180802991614e-05,9.325511928182095e-05
111,3.2170060876524076e-05,9.194715676130727e-05
112,3.154958176310174e-05,9.072159446077421e-05
113,3.0921513825887814e-05,8.956919191405177e-05
114,3.0284478270914406e-05,8.848298602970317e-05
115,2.964259147120174e-05,8.745992818148807e-05
116,2.899870196415577e-05,8.649622031953186e-05
117,2.8358543204376474e-05,8.55969192343764e-05
118,2.772956941043958e-05,8.47606934257783e-05
119,2.711839806579519e-05,8.399335638387129e-05
120,2.653347110026516e-05,8.329935371875763e-05
121,2.5980285499827005e-05,8.268002420663834e-05
122,2.546413270465564e-05,8.214146509999409e-05
123,2.4990369638544507e-05,8.168289787136018e-05
124,2.4560189558542334e-05,8.130614878609776e-05
125,2.41757370531559e-05,8.101096318569034e-05
126,2.383648643444758e-05,8.079556573648006e-05
127,2.354244679736439e-05,8.065983274718747e-05
128,2.3290313038160093e-05,8.060334221227095e-05
129,2.3078258891473524e-05,8.062460256041959e-05
130,2.290383963554632e-05,8.072454511420801e-05
131,2.2765560061088763e-05,8.090589108178392e-05
132,2.265993862238247e-05,8.117264951579273e-05
133,2.2586804334423505e-05,8.152797818183899e-05
134,2.254341779917013e-05,8.19822380435653e-05
135,2.252972626592964e-05,8.254233398474753e-05
136,2.2545633328263648e-05,8.322079520439729e-05
137,2.2591129891225137e-05,8.403377432841808e-05
138,2.2667332814307883e-05,8.499743125867099e-05
139,2.2775815523345955e-05,8.613559475634247e-05
140,2.2917820388101973e-05,8.74726683832705e-05
141,2.3097347366274334e-05,8.904035348678008e-05
142,2.3316522856475785e-05,9.087566286325455e-05
143,2.3580892957397737e-05,9.302145190304145e-05
144,2.3894133846624754e-05,9.55311770667322e-05
145,2.4263281375169754e-05,9.846354078035802e-05
146,2.4694711100892164e-05,0.00010188798478338867
147,2.5197376089636236e-05,0.00010588886652840301
148,2.578056046331767e-05,0.00011055447976104915
149,2.6454812541487627e-05,0.00011599360004765913
150,2.723261968640145e-05,0.00012231989239808172
151,2.8129641577834263e-05,0.0001296577975153923
152,2.916111952799838e-05,0.00013813815894536674
153,3.0344148399308324e-05,0.00014789139095228165
154,3.1698833481641486e-05,0.00015903836174402386
155,3.324669160065241e-05,0.0001716756960377097
156,3.500812090351246e-05,0.00018586413352750242
157,3.700602610479109e-05,0.0002016073267441243
158,3.925852433894761e-05,0.00021881551947444677
159,4.178465678705834e-05,0.00023730694374535233
160,4.459905903786421e-05,0.0002567411575000733
161,4.77085450256709e-05,0.0002766347024589777
162,5.1114242523908615e-05,0.0002963209990411997
163,5.481233529280871e-05,0.0003149707627017051
164,5.878898446098901e-05,0.0003315468493383378
165,6.30297145107761e-05,0.00034488868550397456
166,6.751902401447296e-05,0.0003536837757565081
167,7.224029104690999e-05,0.00035656229010783136
168,7.718824781477451e-05,0.00035215902607887983
169,8.237856673076749e-05,0.00033926364267244935
170,8.785009413259104e-05,0.0003170418494846672
171,9.368523024022579e-05,0.0002855029597412795
172,0.00010004799696616828,0.0002461169206071645
173,0.00010720804129960015,0.00020278610463719815
174,0.00011561244173208252,0.00016278773546218872
175,0.00012595798762049526,0.00013666812446899712
176,0.00013921858044341207,0.0001346926874248311
177,0.00015651414287276566,0.00015668521518819034
178,0.0001783060288289562,0.00017758879403118044
179,0.00020204119209665805,0.00015103397890925407
180,0.0002192235697293654,6.747513543814421e-05
181,0.00022612900647800416,1.6801635865704156e-05
182,0.000281165586784482,9.201209468301386e-05
183,0.0005962220020592213,0.00023130944464355707
184,0.0015331788454204798,0.00011018132499884814
185,0.0031291234772652388,0.0007514299359172583
186,0.0035340669564902782,0.004500953014940023
187,0.0017741154879331589,0.0024083827156573534
188,0.0004889986012130976,0.00013644671707879752
189,5.351530489861034e-05,0.0001695783867035061
190,0.00016460605547763407,0.0004625620786100626
191,9.533756383461878e-05,0.0004512332088779658
192,7.481403736164793e-05,0.0003041131130885333
193,4.404165520099923e-05,0.00022519288177136332
194,3.378312976565212e-05,0.00021552469115704298
195,3.7761587009299546e-05,0.0002215459680883214
196,3.976912557845935e-05,0.00021382512932177633
197,3.831978756352328e-05,0.00019472608983051032
198,3.5352742997929454e-05,0.00017642066814005375
199,3.341284900670871e-05,0.00016411085380241275
200,3.283916157670319e-05,0.0001558625081088394
201,3.265159102738835e-05,0.00014836971240583807
202,3.220433427486569e-05,0.0001402951602358371
203,3.148696123389527e-05,0.000132135275634937
204,3.077636210946366e-05,0.0001247208856511861
205,3.0244615118135698e-05,0.0001182872147182934
206,2.9861101211281493e-05,0.00011256538709858432
207,2.9521226679207757e-05,0.00010722235310822725
208,2.9163080398575403e-05,0.00010211508197244257
209,2.8790798751288094e-05,9.726864664116874e-05
210,2.8433747502276674e-05,9.274225885747e-05
211,2.810830483213067e-05,8.854793122736737e-05
212,2.7808997401734814e-05,8.464364509563893e-05
